text,tags
Chernaya Molniya 480p HDRip,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Dune 1964 480p DVDRip x265,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Indiana Jones 2016,"B-TITLE,I-TITLE,B-YEAR"
Brat 2 1968 720p Dolby Vision HDRip HEVC,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Ironiya Sudby 1994,"B-TITLE,I-TITLE,B-YEAR"
The Beatles Numb,"B-ARTIST,I-ARTIST,B-TITLE"
Mad Max Fury Road 4K BDRip,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
The Sopranos S06E12 1440p HDR REMUX,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Numb,B-TITLE
Parasite,B-TITLE
American Sniper 4K DDP,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Coldplay Lose Yourself,"B-ARTIST,B-TITLE,I-TITLE"
Бумер 2019,"B-TITLE,B-YEAR"
Metro 1980 480p HDTV H 265 DTS HD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Yolki 2019 1440p HDR10Plus BDRemux DTS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Dunkirk 1977 720p REMUX x265 AC3 AMZN,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Breaking Bad S06E23 2019 2160p BluRay DivX,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Inception 1964 1440p DVDRip x265 FGT,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Money Heist S01E23 1984 4K WEBRip DD5 1,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Full Metal Jacket 2017 4K 8bit REMUX DTS HD FoV,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Goodfellas 1440p WEB DL,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Voyna 1956,"B-TITLE,B-YEAR"
John Wick Chapter 2 2024,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Mazhor S06E10 1969 2160p Dolby Vision HDRip HEVC,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
No Time to Die 2007 8K HDR VP9 HONE,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Ex Machina 2017,"B-TITLE,I-TITLE,B-YEAR"
Westworld S06E12 2008 720p UHD DVDRip DTS HD,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
System of a Down Yesterday 2017 DSD,"B-ARTIST,I-ARTIST,I-ARTIST,I-ARTIST,B-TITLE,B-YEAR,B-QUALITY"
Return of the Jedi 1994 1440p x264 DRONES,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Indiana Jones 1988 8K WEBRip VP9,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
John Wick Chapter 2 2013,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Kavkazskaya Plennitsa 2001,"B-TITLE,I-TITLE,B-YEAR"
Brat 1963 4K HDR HDRip DTS HD AVS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Forrest Gump 1965,"B-TITLE,I-TITLE,B-YEAR"
Forrest Gump 1963 4K VP9 DD5 1 GECKOS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Birdman 1969,"B-TITLE,B-YEAR"
Operatsiya Y 2004 1440p,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY"
Akvarium Videli Noch,"B-ARTIST,B-TITLE,I-TITLE"
Викинг 1954,"B-TITLE,B-YEAR"
Dnevnoy Dozor 1988 2160p VP9,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Jurassic World 1963 BDRip VP9 HONE,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Dnevnoy Dozor 1950,"B-TITLE,I-TITLE,B-YEAR"
Forrest Gump 1972 720p WEB DL H 264,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
file demo,"O,O"
John Wick 1955 8K REMUX x264 DTS TBS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
The Departed 1955 1440p BDRemux H 265 DD EbP,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Logan 2008 720p ION10,"B-TITLE,B-YEAR,B-QUALITY,O"
Deadpool 2001 480p BRRip TBS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Reservoir Dogs 1440p DVDR x264,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Black Panther 1080p Dolby Vision H 265 DTS X,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Бумер 2000,"B-TITLE,B-YEAR"
Saving Private Ryan 1990 4K DVDR EAC3 KOGi,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Dvenadtsat 1965,"B-TITLE,B-YEAR"
2004 No Time to Die 1080p BluRay,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Black Panther 1966 4K 10bit HDRip AVS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
1951 WALL E 4K WEBRip AVC,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Dune 1980 8K HDR BRRip AVC TBS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Москва слезам не верит 1958,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Dnevnoy Dozor 1971 720p WEBRip HEVC Atmos DEMAND,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Doctor Strange 1973 4K IMAX DivX EAC3 CtrlHD,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
1994,B-YEAR
John Wick 1993 480p Dolby Vision VP9,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Hacksaw Ridge 8K HDR10Plus BDREMUX DivX,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Dvizhenie Vverh 1972 2160p BDRip MZABI,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Beyonce Master of Puppets MP3,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Ariya Vecher 96kbps,"B-ARTIST,B-TITLE,B-QUALITY"
The Godfather 1998 8K 8bit DVDRip x264 ION10,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Ed Sheeran Highway to Hell,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Lost S08E12 1080p HDRip x264 Atmos,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Spotlight 2010 2160p BDRemux TrueHD FoV,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
570,O
Mnogotochie Pechal MP3,"B-ARTIST,B-TITLE,B-QUALITY"
Valeriy Meladze Malysh 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Oppenheimer 1973 4K REMUX MZABI,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Mayor 1991 1080p DV BDREMUX XviD DD5 1 KOGi,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
The Lord of the Rings 1975 1440p HEVC Atmos CHD,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
scene,O
Полина Гагарина Это Не Любовь,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Michael Jackson Hello 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
David Bowie Starboy Lossless,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
John Wick 2021,"B-TITLE,I-TITLE,B-YEAR"
1964 The Hateful Eight 4K HDRip x265 Atmos,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
American Sniper 1984 4K HDTV CMRG,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Iron Man 2021 2160p HDR10Plus YTS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
TS v1,"O,O"
Succession S06E09 2021 480p WEBRip H 264,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
WALL E 2015 8K BluRay VP9,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Ирония судьбы 1966 8K DV HDTV x265 DTS X,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Captain America 1955 4K DVDRip VP9,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Whiplash 1440p HDTV DTS,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Ironiya Sudby 1995 1440p AVC DTS HD GECKOS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Grazhdanskaya Oborona Mama Anarhia OGG,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Движение вверх 8K WEBRip H 265 Atmos,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Return of the Jedi 1990 480p BDRemux XviD DD5 1,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Стиляги 1990,"B-TITLE,B-YEAR"
Squid Game S05E20 2013 2160p DDP5 1,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Legenda 17 1999 480p AVC FoV,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
media session,"O,O"
Black Sabbath Highway to Hell ALAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
The Revenant 1960,"B-TITLE,I-TITLE,B-YEAR"
System of a Down Eye of the Tiger 320kbps,"B-ARTIST,I-ARTIST,I-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Birdman 8K VP9,"B-TITLE,B-QUALITY,I-QUALITY"
Операция Ы 1956,"B-TITLE,I-TITLE,B-YEAR"
Ironiya Sudby 1961,"B-TITLE,I-TITLE,B-YEAR"
Brilliantovaya Ruka 2001 2160p AC3,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
The Mandalorian S02E01 1950 2160p DVDR DivX,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Lone Survivor 1991 1440p DVDR H 264 DDP YTS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Stilyagi 1987,"B-TITLE,B-YEAR"
House of the Dragon S03E24 4K H 265,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Утомлённые солнцем 1973,"B-TITLE,I-TITLE,B-YEAR"
Aquaman 2010,"B-TITLE,B-YEAR"
Mad Max Fury Road 2021 480p XviD DEMAND,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
2020,B-YEAR
320kbps,B-QUALITY
clip media,"O,O"
Batman Begins 2024 1440p x265 TrueHD DEMAND,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Pulp Fiction 1998 1440p HDR10Plus WEB DL x265 GalaxyRG,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Narcos S05E18 480p DV WEBRip XviD DTS,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Admiral 1998 720p YIFY,"B-TITLE,B-YEAR,B-QUALITY,O"
Inside Out 2005 480p HDRip AC3,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Westworld S03E16 1440p REMUX,"B-TITLE,O,B-QUALITY,I-QUALITY"
Full Metal Jacket 1080p 8bit DDP5 1,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Brat 2 2019,"B-TITLE,I-TITLE,B-YEAR"
Boomer 2003 1440p DV BDRemux,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Iron Man 2011 8K x264 DDP5 1 GECKOS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Аквариум Перемен 320kbps,"B-ARTIST,B-TITLE,B-QUALITY"
Mashina Vremeni Gruppa Krovi AAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
1965 Inception 2160p BDRip DivX,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Kavkazskaya Plennitsa 2018 1080p IMAX DVDRip,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Dua Lipa Eye of the Tiger,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE"
Deep Purple Bad Guy 1956 ALAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-YEAR,B-QUALITY"
La La Land 1986 2160p IMAX BDRemux XviD DTS TBS,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Yolki 1964 2160p BDREMUX HONE,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Titanic 2160p BDRip TrueHD,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Lone Survivor 2002 480p WEBRip DivX DRONES,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
The Shawshank Redemption 1967 4K IMAX HDRip BTN,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Брат 2 1997 720p DV AVC Atmos,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Durak 1983 1440p HDR10Plus HDRip,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Звери Москва 320kbps,"B-ARTIST,B-TITLE,B-QUALITY"
Return of the King 1956 1440p 8bit BluRay DivX DDP5 1 FGT,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
The Lord of the Rings 1957 720p BRRip x265,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Devchata 1983 1440p DVDRip SiNNERS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Leningrad Nam s Toboy M4A,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
The Prestige 1440p HDTV,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Terminator Genisys 1996 480p HDR10Plus XviD AMZN,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Stas Mihaylov Kukushka DSD,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Parasite 1999 720p UHD BRRip XviD TGx,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Брат 1986 4K HDR10Plus DVDRip BTN,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Lady Gaga Money AAC,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Predator 1969 720p IMAX HDTV AV1,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
No Time to Die 1080p BDRemux x265 DTS X,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Barbie 1975 720p BluRay x264 AC3,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
2023 Goodfellas 1080p HDR H 265,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Admiral 1986 2160p IMAX MEZG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Земфира Ночь,"B-ARTIST,B-TITLE"
Wonder Woman 1997 720p x265 DD5 1 TGx,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Gladiator 1985 480p DVDRip DTS DEMAND,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
The Boys S06E13 1956 1440p HDR DVDRip DDP5 1,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Basta Boshetunmay Lossless,"B-ARTIST,B-TITLE,B-QUALITY"
Goodfellas 1969,"B-TITLE,B-YEAR"
Coco 1998,"B-TITLE,B-YEAR"
Olga S08E20 2002 8K BDREMUX DivX DDP,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Брат 1981 720p DV DDP5 1 MZABI,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Skyfall 1996 2160p BRRip VP9,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Devchata 1969,"B-TITLE,B-YEAR"
The Two Towers 1998 480p BDREMUX x265 PSA,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
256kbps,B-QUALITY
2021 Thor 4K WEBRip HEVC,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Moana 2160p BDRip,"B-TITLE,B-QUALITY,I-QUALITY"
Dark S05E20 1080p x265,"B-TITLE,O,B-QUALITY,I-QUALITY"
WALL E 2007 1440p YTS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,O"
The Martian 2010 8K Dolby Vision BDRip DTS FGT,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
American Sniper 720p UHD BDREMUX,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Homeland S03E19 480p H 265 DDP5 1,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Wire S08E20 1996 1440p IMAX HDRip VP9 DTS X,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Aliens 2013 8K DVDR EbP,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
test,O
Michael Jackson Like a Rolling Stone AAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Moskva Slezam Ne Verit 1983 720p XviD DD5 1,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Shawshank Redemption 1962,"B-TITLE,I-TITLE,I-TITLE,B-YEAR"
Moana 1958 2160p WEB DL DivX DD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Shawshank Redemption 2012 720p YTS,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,O"
Voyna 2010 2160p HDRip,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Нелюбовь 1969 BluRay,"B-TITLE,B-YEAR,B-QUALITY"
The Beatles Watermelon Sugar 1977 DSD,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-YEAR,B-QUALITY"
Once Upon a Time in Hollywood 2017 720p DVDR HEVC,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Leningrad Kukushka,"B-ARTIST,B-TITLE"
Чёрная молния 2001 UHD BDRip H 265,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Godfather 1964,"B-TITLE,I-TITLE,B-YEAR"
Predator 2013 1080p BDREMUX H 264 DTS SPARKS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
1963 Dune 480p REMUX EAC3,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
1950,B-YEAR
Encanto 2006 480p WEBRip SiNNERS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Kavkazskaya Plennitsa 1963 1080p 10bit,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
audio,O
Memento 2004 720p BDRemux VP9 MZABI,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Rihanna Dont Stop Believin DSD,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Fiziruk S07E15 2160p BDREMUX AV1,"B-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Barbie 1970 1440p H 264 MZABI,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
The Prestige,"B-TITLE,I-TITLE"
Ирония судьбы 1959,"B-TITLE,I-TITLE,B-YEAR"
Devchata 2020 720p BDRip HEVC,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Frozen 1961,"B-TITLE,B-YEAR"
Холоп 2005 480p x264 DEMAND,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Ed Sheeran Bad Guy,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE"
Seinfeld S06E17 2016 2160p 8bit HEVC AC3,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Joker 1080p 10bit DVDRip DivX,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Stranger Things S01E15 8K HDTV H 265 EAC3,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Metro 2014 1080p DVDR AC3 MEZG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
1959 WALL E 1080p UHD DVDR AVC,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Predator 480p DV,"B-TITLE,B-QUALITY,I-QUALITY"
M4A,B-QUALITY
Mad Max Fury Road 1963,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
House MD S07E18 480p BRRip H 264 DTS HD,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1991 The Two Towers 480p XviD,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Voyna 1953 480p BDRip AV1 TrueHD YTS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
The Empire Strikes Back 1979 4K AV1 TrueHD,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Finding Nemo 1080p DV,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
440,O
Майор 1983 1440p BDRip x264,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Dune 1987 720p IMAX BDRemux DivX DD5 1 EVO,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Adele One 192kbps,"B-ARTIST,B-TITLE,B-QUALITY"
Once Upon a Time in Hollywood 1990 480p AVC DDP5 1 PSA,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Tupac Levitating 2011 256kbps,"B-ARTIST,B-TITLE,B-YEAR,B-QUALITY"
The Hateful Eight 1989 4K HDRip AV1,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Beyonce Shape of You,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Vikingo 2012,"B-TITLE,B-YEAR"
Terminator Genisys 2007 480p AVC Atmos PSA,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Linkin Park Smells Like Teen Spirit 256kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Avatar 2160p HDR10Plus x264,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Barbie 1981 8K 10bit BDRemux CMRG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Mayor Sokolov S07E03 1956 480p BluRay H 265,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Tenet 1959 480p HDTV DEMAND,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
The Martian 1080p WEBRip H 265,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Gravity 2001,"B-TITLE,B-YEAR"
Avengers Infinity War 1973 720p UHD BDRip DivX DTS FoV,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Yurev Den 2017 720p BRRip DD DEMAND,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Pink Floyd Hotel California 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
